rho,S_t
8.278065227863196096e-01,1.762124674332105556e+01,6.118922764893890864e+00,7.992589926029239344e-02,3.642178324423695629e-02,6.118922764893794053e+00,2.861324551148132223e+00,1.225949456031695112e-01,6.519543425626347921e-02,7.992589926022013180e-02,1.225949456031848323e-01,1.550119119393106315e+00,8.357297794326566942e-01,3.642178324418585134e-02,6.519543425627608024e-02,8.357297794326563611e-01,4.531664226631640369e-01
8.487959128611899384e-01,1.785315010064810792e+01,6.203026860519432084e+00,2.212418221589986522e-01,1.126006441644553796e-01,6.203026860519318397e+00,2.892127607996168415e+00,1.659665891923152725e-01,8.857349343837914168e-02,2.212418221589264877e-01,1.659665891923282899e-01,1.527781894462182821e+00,8.236055168951226246e-01,1.126006441644065437e-01,8.857349343839167333e-02,8.236055168951237349e-01,4.465898820388998769e-01
8.560331486986412219e-01,1.817398844097649047e+01,6.315610190076009545e+00,3.514959045243565283e-01,1.827760181293257569e-01,6.315610190075882535e+00,2.931986094892151673e+00,2.051046803093556636e-01,1.096544693663024372e-01,3.514959045242850300e-01,2.051046803093656556e-01,1.500464772434860761e+00,8.087979767802163655e-01,1.827760181292800712e-01,1.096544693663148579e-01,8.087979767802184750e-01,4.385650498456735713e-01
8.055658964946833533e-01,1.857822803827237479e+01,6.454405184079998747e+00,4.675926672124997574e-01,2.452739669535146105e-01,6.454405184079860192e+00,2.980007032576873272e+00,2.390298027961486882e-01,1.279098612475365326e-01,4.675926672124294248e-01,2.390298027961549332e-01,1.468635919223204356e+00,7.915612801836542367e-01,2.452739669534730882e-01,1.279098612475486341e-01,7.915612801836574564e-01,4.292317181908517632e-01
7.921112373293470732e-01,1.905851604319168757e+01,6.616557196076412239e+00,5.666834187318857685e-01,2.985614427813464422e-01,6.616557196076266578e+00,3.035109432477653524e+00,2.668601002545438194e-01,1.428651240690877455e-01,5.666834187318170457e-01,2.668601002545456513e-01,1.432837397458268880e+00,7.721907886495800177e-01,2.985614427813099714e-01,1.428651240690995139e-01,7.721907886495842366e-01,4.187502750556700293e-01
7.686299003523417994e-01,1.960583128523777319e+01,6.798677510452649564e+00,6.462074564900827101e-01,3.412655626867296399e-01,6.798677510452503903e+00,3.096042799422562997e+00,2.878198367404259383e-01,1.541039969834351320e-01,6.462074564900162077e-01,2.878198367404231628e-01,1.393671813454445019e+00,7.510155389374689738e-01,3.412655626866984426e-01,1.541039969834465395e-01,7.510155389374739698e-01,4.072987291136291321e-01
7.511902892748623106e-01,2.020972747089199117e+01,6.996909730833517749e+00,7.039409269458675178e-01,3.721714566435773697e-01,6.996909730833377417e+00,3.161406684506878673e+00,3.012480091282560002e-01,1.612687196820929703e-01,7.039409269458029028e-01,3.012480091282486172e-01,1.351793783189270792e+00,7.283890210104412288e-01,3.721714566435518345e-01,1.612687196821039337e-01,7.283890210104463359e-01,3.950747210326732706e-01
7.361124867379096326e-01,2.085834490304689481e+01,7.206960652478212381e+00,7.380051105989972049e-01,3.902803522301843131e-01,7.206960652478079155e+00,3.229664438236862889e+00,3.066011882103868436e-01,1.640695342137255264e-01,7.380051105989348104e-01,3.066011882103750197e-01,1.307898262100088971e+00,7.046912796143012248e-01,3.902803522301643846e-01,1.640695342137359902e-01,7.046912796143066648e-01,3.822827610558938161e-01
7.076164030841498587e-01,2.153870645351607394e+01,7.424175079573305247e+00,7.469169786006202294e-01,3.947965028189832637e-01,7.424175079573182678e+00,3.299164240557755257e+00,3.034638750067916169e-01,1.622842082047064316e-01,7.469169786005601663e-01,3.034638750067750190e-01,1.262716282682369240e+00,6.803203157909145649e-01,3.947965028189689418e-01,1.622842082047165069e-01,6.803203157909200050e-01,3.691399514354944400e-01
7.105208309084553031e-01,2.223686754222536521e+01,7.643585783999038874e+00,7.296168704702480357e-01,3.851561603041103177e-01,7.643585783998931404e+00,3.368154044597708729e+00,2.915473744861862282e-01,1.557595360733751988e-01,7.296168704701905261e-01,2.915473744861652450e-01,1.217009832155143911e+00,6.556913751533876011e-01,3.851561603041013249e-01,1.557595360733847190e-01,6.556913751533929302e-01,3.558716923528764675e-01
